Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,Exterior1st,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,HeatingQC,CentralAir,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
240,50,RL,52.0,8741,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,6,4,1945,1950,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,Other,No,Other,94,Unf,0,641,735,TA,Y,798,689,0,1487,0,0,1,1,3,1,TA,7,1,Gd,Detchd,1949.0,Unf,1,220,TA,TA,Y,0,140,0,0,0,0,0,4,2010,WD,Normal,113000
241,20,Other,75.0,9000,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,8,5,2008,2008,Gable,VinylSd,VinylSd,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1078,Unf,0,488,1566,Ex,Y,1566,0,0,1566,1,0,2,0,3,1,Gd,7,0,Missing,Attchd,2008.0,RFn,2,750,TA,TA,Y,144,168,0,0,0,0,0,4,2010,WD,Normal,262500
242,30,Other,40.0,3880,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,9,1945,1997,Gable,VinylSd,VinylSd,0.0,TA,Other,CBlock,TA,TA,No,ALQ,329,Unf,0,357,686,Gd,Y,866,0,0,866,0,0,1,0,2,1,Gd,4,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,58,42,0,0,0,0,0,8,2007,WD,Normal,110500
243,50,Other,63.0,5000,Reg,Lvl,Other,Gtl,OldTown,1Fam,1.5Fin,5,4,1900,1950,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,540,540,Gd,Other,889,551,0,1440,0,0,1,0,3,1,TA,6,0,Missing,Attchd,1940.0,Unf,1,352,Other,TA,Y,0,0,77,0,0,0,0,4,2006,WD,Normal,79000
244,160,RL,75.0,10762,Reg,Lvl,Other,Gtl,Other,Other,2Story,6,6,1980,1980,Gable,Other,Other,0.0,TA,TA,CBlock,Gd,TA,No,Unf,0,Unf,0,626,626,TA,Y,626,591,0,1217,0,0,1,1,3,1,TA,6,1,TA,Attchd,1980.0,RFn,1,288,TA,TA,Y,0,28,0,0,0,0,0,4,2009,WD,Normal,120000
245,60,RL,69.0,8880,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1994,2002,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,695,Unf,0,253,948,Ex,Y,1222,888,0,2110,1,0,2,1,3,1,Gd,8,2,Other,Attchd,1994.0,RFn,2,463,TA,TA,Y,0,130,0,0,0,0,0,5,2010,WD,Normal,205000
246,20,RL,80.0,10400,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,1988,1988,Gable,Other,Other,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,929,Unf,0,916,1845,Gd,Y,1872,0,0,1872,0,1,2,0,3,1,TA,6,1,TA,Attchd,1988.0,Fin,2,604,TA,TA,Y,197,39,0,0,0,0,0,6,2006,WD,Normal,241500
247,190,Other,69.0,9142,Reg,Lvl,Inside,Gtl,OldTown,Other,2Story,6,8,1910,1950,Gable,Other,Other,0.0,TA,Other,Other,Other,TA,No,Unf,0,Unf,0,1020,1020,Gd,Other,908,1020,0,1928,0,0,2,0,4,2,Fa,9,0,Missing,Detchd,1910.0,Unf,1,440,Other,Other,Y,0,60,112,0,0,0,0,4,2006,WD,Normal,137000
248,20,RL,75.0,11310,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1954,1954,Other,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Unf,0,Unf,0,1367,1367,Ex,Y,1375,0,0,1375,0,0,1,0,2,1,TA,5,1,TA,Attchd,1954.0,Unf,2,451,TA,TA,Y,0,30,0,0,0,0,0,6,2006,WD,Normal,140000
249,60,RL,72.0,11317,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2003,2003,Gable,VinylSd,VinylSd,101.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,840,840,Ex,Y,840,828,0,1668,0,0,2,1,3,1,Gd,8,0,Missing,Attchd,2003.0,RFn,2,500,TA,TA,Y,144,68,0,0,0,0,0,9,2007,WD,Normal,180000
250,50,RL,69.0,159000,IR2,Other,Other,Other,Other,1Fam,1.5Fin,6,7,1958,2006,Gable,Other,HdBoard,472.0,Gd,TA,CBlock,Gd,TA,Gd,Other,697,Unf,0,747,1444,Gd,Y,1444,700,0,2144,0,1,2,0,4,1,Gd,7,2,TA,Attchd,1958.0,Fin,2,389,TA,TA,Y,0,98,0,0,0,0,500,6,2007,WD,Normal,277000
251,30,RL,55.0,5350,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,3,2,1940,1966,Gable,Other,Other,0.0,TA,Other,CBlock,TA,TA,No,Unf,0,Unf,0,728,728,Ex,Y,1306,0,0,1306,0,0,1,0,3,1,Fa,6,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,263,0,0,0,0,0,450,5,2010,WD,Normal,76500
252,120,Other,44.0,4750,IR1,Other,Inside,Other,Other,Other,1Story,8,5,2006,2007,Other,VinylSd,VinylSd,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,1573,Unf,0,0,1573,Ex,Y,1625,0,0,1625,1,1,2,0,2,1,Gd,5,1,Gd,Attchd,2006.0,Fin,2,538,TA,TA,Y,123,0,0,0,153,0,0,12,2007,WD,Other,235000
253,60,RL,65.0,8366,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,2004,2004,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,798,798,Ex,Y,798,842,0,1640,0,0,2,1,3,1,Gd,6,0,Missing,Attchd,2004.0,RFn,2,520,TA,TA,Y,138,45,0,0,0,0,0,12,2008,WD,Normal,173000
254,80,RL,85.0,9350,Reg,Lvl,Inside,Gtl,NAmes,1Fam,Other,6,7,1964,1991,Other,HdBoard,HdBoard,108.0,TA,TA,CBlock,Gd,TA,Gd,Other,270,Other,580,452,1302,Ex,Y,1302,0,0,1302,0,1,2,0,3,1,Gd,7,0,Missing,Attchd,1964.0,RFn,1,309,TA,TA,Y,333,0,0,0,0,0,0,10,2007,Other,Normal,158000
255,20,RL,70.0,8400,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,5,6,1957,1957,Gable,MetalSd,MetalSd,0.0,TA,Other,CBlock,TA,TA,No,Other,922,Unf,0,392,1314,TA,Y,1314,0,0,1314,1,0,1,0,3,1,TA,5,0,Missing,Attchd,1957.0,RFn,1,294,TA,TA,Y,250,0,0,0,0,0,0,6,2010,WD,Normal,145000
256,60,RL,66.0,8738,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1999,1999,Gable,VinylSd,VinylSd,302.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,975,975,Ex,Y,1005,1286,0,2291,0,0,2,1,4,1,Gd,8,1,TA,BuiltIn,1999.0,Fin,2,429,TA,TA,Y,192,0,0,0,0,0,0,2,2006,WD,Normal,230000
257,60,Other,64.0,8791,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,6,5,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,Other,503,Unf,0,361,864,Ex,Y,864,864,0,1728,0,0,2,1,3,1,Gd,7,0,Missing,Attchd,2003.0,RFn,2,673,TA,TA,Y,216,56,0,0,0,0,0,5,2008,WD,Normal,207500
258,20,RL,68.0,8814,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,1Story,7,5,2006,2006,Gable,VinylSd,VinylSd,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,1334,Unf,0,270,1604,Ex,Y,1604,0,0,1604,1,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,2,660,TA,TA,Y,123,110,0,0,0,0,0,3,2009,WD,Other,220000
259,60,RL,80.0,12435,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,7,5,2001,2001,Gable,VinylSd,VinylSd,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,361,Unf,0,602,963,Ex,Y,963,829,0,1792,0,0,2,1,3,1,Gd,7,1,TA,Attchd,2001.0,RFn,2,564,TA,TA,Y,0,96,0,245,0,0,0,5,2008,WD,Normal,231500
260,20,Other,70.0,12702,Reg,Lvl,Inside,Gtl,OldTown,1Fam,1Story,5,5,1956,1956,Gable,Other,Other,0.0,TA,TA,PConc,Other,Other,Other,Other,0,Other,0,0,0,Gd,Y,882,0,0,882,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1956.0,Unf,1,308,TA,TA,Y,0,45,0,0,0,0,0,12,2008,WD,Normal,97000
261,80,RL,120.0,19296,Reg,Lvl,Other,Gtl,NAmes,1Fam,Other,6,5,1962,1962,Gable,Other,Other,399.0,TA,TA,CBlock,TA,TA,Gd,Other,672,Other,690,0,1362,TA,Y,1382,0,0,1382,1,0,1,0,3,1,TA,6,1,TA,Attchd,1991.0,Unf,2,884,TA,TA,Y,0,0,252,0,0,0,0,5,2009,WD,Normal,176000
262,60,RL,69.0,9588,IR1,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2007,2007,Gable,Other,Other,270.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1482,1482,Ex,Y,1482,1092,0,2574,0,0,2,1,3,1,Ex,10,1,Gd,BuiltIn,2007.0,Fin,3,868,TA,TA,Y,0,148,0,0,0,0,0,11,2007,Other,Other,276000
263,80,RL,88.0,8471,IR1,Lvl,Other,Gtl,Other,1Fam,Other,6,7,1977,1995,Gable,HdBoard,Other,46.0,TA,TA,CBlock,Gd,Other,Av,ALQ,506,Unf,0,0,506,TA,Y,1212,0,0,1212,1,0,1,0,3,1,TA,6,1,TA,Attchd,1978.0,Unf,2,492,TA,TA,Y,292,12,0,0,0,0,0,7,2006,WD,Normal,151000
264,50,Other,50.0,5500,Reg,Lvl,Other,Gtl,OldTown,1Fam,1.5Fin,5,7,1929,2001,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Other,234,Other,692,0,926,TA,Y,926,0,390,1316,1,0,1,0,3,1,TA,6,0,Missing,Detchd,1974.0,Unf,2,484,TA,TA,Y,0,0,0,0,0,0,0,4,2010,WD,Normal,130000
265,30,Other,30.0,5232,IR3,Other,Inside,Gtl,OldTown,1Fam,1Story,5,5,1925,2004,Gable,Other,Other,0.0,TA,TA,BrkTil,Other,TA,No,Unf,0,Unf,0,680,680,Gd,Other,764,0,0,764,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1965.0,Unf,2,504,TA,TA,Other,0,0,0,0,0,0,0,6,2008,WD,Normal,73000
266,20,RL,78.0,12090,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,6,6,1981,1981,Gable,MetalSd,MetalSd,210.0,TA,Other,CBlock,Gd,TA,No,GLQ,588,Other,228,606,1422,TA,Y,1422,0,0,1422,0,0,2,0,3,1,Gd,7,1,TA,Attchd,1981.0,Fin,2,576,TA,TA,Y,276,0,0,0,0,0,0,6,2008,WD,Normal,175500
267,60,RL,70.0,11207,IR1,Other,Other,Gtl,Other,1Fam,2Story,6,5,1997,1997,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,714,Unf,0,88,802,Gd,Y,802,709,0,1511,1,0,2,1,3,1,TA,8,1,TA,Attchd,1997.0,Fin,2,413,TA,TA,Y,95,75,0,0,0,0,0,6,2006,WD,Normal,185000
268,75,RL,60.0,8400,Reg,Other,Inside,Other,Other,1Fam,Other,5,8,1939,1997,Gable,Other,Other,0.0,TA,TA,PConc,TA,TA,No,Other,378,Unf,0,342,720,Ex,Y,1052,720,420,2192,0,0,2,1,4,1,Gd,8,1,Gd,Detchd,1939.0,Unf,1,240,TA,TA,Y,262,24,0,0,0,0,0,7,2008,WD,Normal,179500
269,30,Other,71.0,6900,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,5,6,1940,1955,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,ALQ,403,Other,125,212,740,Ex,Y,778,0,0,778,0,0,1,0,2,1,TA,4,1,Gd,Detchd,1966.0,Fin,1,924,Other,Other,Y,0,25,0,0,0,0,0,2,2008,WD,Normal,120500
270,20,RL,69.0,7917,IR1,Lvl,Other,Gtl,Other,1Fam,1Story,6,7,1976,1976,Other,HdBoard,HdBoard,174.0,TA,Other,CBlock,TA,Other,No,Other,751,Unf,0,392,1143,TA,Y,1113,0,0,1113,1,0,1,1,3,1,TA,6,1,Other,Attchd,1987.0,RFn,1,504,TA,Other,Y,370,30,0,0,0,0,0,5,2007,WD,Normal,148000
271,60,Other,84.0,10728,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Other,Unf,0,Unf,0,1095,1095,Gd,Y,1095,844,0,1939,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,3,1053,TA,TA,Y,192,51,0,0,0,0,0,8,2006,Other,Other,266000
272,20,RL,73.0,39104,IR1,Other,Other,Other,Other,1Fam,1Story,7,7,1954,2005,Other,Other,Other,0.0,TA,TA,CBlock,Gd,TA,Gd,Other,226,Other,1063,96,1385,Ex,Y,1363,0,0,1363,1,0,1,0,2,1,TA,5,2,TA,Attchd,1954.0,Unf,2,439,TA,TA,Y,81,0,0,0,0,0,0,4,2008,WD,Normal,241500
273,60,RL,92.0,11764,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,8,7,1999,2007,Gable,VinylSd,VinylSd,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,524,Unf,0,628,1152,Ex,Y,1164,1106,0,2270,0,0,2,1,4,1,Gd,9,1,Gd,Attchd,1999.0,Fin,3,671,TA,TA,Y,132,57,0,0,0,0,0,4,2010,WD,Normal,290000
274,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,6,1958,1988,Other,Other,Other,183.0,TA,TA,CBlock,TA,TA,No,Other,620,Other,620,0,1240,Gd,Y,1632,0,0,1632,1,0,2,0,3,1,TA,6,1,Gd,Attchd,1958.0,RFn,1,338,TA,TA,Y,289,0,0,0,0,0,0,4,2009,WD,Normal,139000
275,20,RL,76.0,8314,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,5,7,1982,1982,Gable,HdBoard,Other,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,546,Unf,0,270,816,TA,Y,816,0,0,816,0,0,1,0,2,1,TA,5,0,Missing,Attchd,1982.0,Unf,1,264,TA,TA,Y,168,0,0,0,0,0,0,6,2007,WD,Normal,124500
276,50,RL,55.0,7264,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,7,7,1925,2007,Gable,Other,Other,0.0,Gd,Other,BrkTil,TA,TA,No,Unf,0,Unf,0,952,952,Gd,Other,952,596,0,1548,0,0,2,1,3,1,Ex,5,0,Missing,Detchd,1978.0,Unf,2,672,TA,TA,Y,74,0,0,0,144,0,0,10,2009,WD,Normal,205000
277,20,RL,129.0,9196,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,7,5,2003,2003,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Ex,TA,No,Unf,0,Unf,0,1560,1560,Ex,Y,1560,0,0,1560,0,0,2,0,3,1,Gd,7,0,Missing,Attchd,2003.0,Fin,2,573,TA,TA,Y,100,150,0,0,0,0,0,4,2010,WD,Normal,201000
278,20,RL,140.0,19138,Reg,Lvl,Other,Gtl,Other,1Fam,1Story,4,5,1951,1951,Gable,VinylSd,VinylSd,0.0,TA,TA,CBlock,TA,TA,No,Other,120,Unf,0,744,864,Ex,Y,864,0,0,864,0,0,1,0,2,1,TA,4,0,Missing,Detchd,1951.0,Unf,2,400,TA,TA,Y,0,0,0,0,0,0,0,6,2010,WD,Normal,141000
279,20,RL,107.0,14450,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,9,5,2006,2007,Gable,Other,Other,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,0,Unf,0,2121,2121,Ex,Y,2121,0,0,2121,0,0,2,1,3,1,Ex,8,1,Other,Attchd,2007.0,Fin,3,732,TA,TA,Y,124,98,0,0,142,0,0,5,2007,Other,Other,415298
280,60,RL,83.0,10005,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1977,1977,Other,Other,Other,299.0,TA,TA,CBlock,Gd,TA,No,Other,392,Unf,0,768,1160,Ex,Y,1156,866,0,2022,0,0,2,1,4,1,TA,8,1,TA,Attchd,1977.0,Fin,2,505,TA,TA,Y,288,117,0,0,0,0,0,3,2008,WD,Normal,192000
281,60,RL,82.0,11287,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,7,6,1989,1989,Gable,Other,Other,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,421,Unf,0,386,807,Gd,Y,1175,807,0,1982,0,0,2,1,3,1,Gd,7,1,TA,Attchd,1989.0,Fin,2,575,TA,TA,Y,0,84,0,196,0,0,0,1,2007,WD,Normal,228500
282,20,Other,60.0,7200,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,5,2006,2006,Gable,VinylSd,VinylSd,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,905,Unf,0,357,1262,Gd,Y,1262,0,0,1262,0,0,2,0,2,1,Gd,5,0,Missing,Attchd,2006.0,Fin,2,572,TA,TA,Y,0,120,0,0,0,0,0,5,2006,Other,Other,185000
283,120,RL,34.0,5063,Reg,Lvl,Inside,Gtl,Other,Other,1Story,7,5,2007,2008,Gable,VinylSd,VinylSd,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,904,Unf,0,410,1314,Ex,Y,1314,0,0,1314,1,0,2,0,2,1,Gd,6,1,Gd,Attchd,2008.0,RFn,2,626,TA,TA,Y,172,62,0,0,0,0,0,4,2009,Other,Normal,207500
284,20,RL,74.0,9612,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,8,5,2008,2009,Gable,VinylSd,VinylSd,72.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1468,1468,Ex,Y,1468,0,0,1468,0,0,2,0,3,1,Gd,6,1,Gd,Attchd,2008.0,Fin,3,898,TA,TA,Y,210,150,0,0,0,0,0,12,2009,Other,Other,244600
285,120,RL,50.0,8012,Reg,Lvl,Inside,Gtl,Other,Other,1Story,6,5,1992,1992,Gable,Other,Other,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,430,Unf,0,1145,1575,Gd,Y,1575,0,0,1575,1,0,2,0,2,1,Gd,5,0,Missing,Attchd,1992.0,RFn,2,529,TA,TA,Y,0,0,52,0,0,0,0,7,2007,WD,Normal,179200
286,160,Other,35.0,4251,IR1,Lvl,Inside,Gtl,Other,Other,2Story,7,5,2006,2007,Gable,MetalSd,MetalSd,0.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,625,625,Ex,Y,625,625,0,1250,0,0,2,1,2,1,Gd,5,0,Missing,Detchd,2006.0,RFn,2,528,TA,TA,Y,0,54,0,0,0,0,0,6,2007,Other,Other,164700
287,50,RL,77.0,9786,IR1,Other,Inside,Gtl,NAmes,1Fam,1.5Fin,6,7,1962,1981,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,600,Unf,0,312,912,TA,Y,1085,649,0,1734,0,0,1,1,3,1,Gd,7,1,Gd,Attchd,1962.0,RFn,2,440,TA,TA,Y,0,0,0,0,128,0,0,6,2006,WD,Normal,159000
288,20,RL,69.0,8125,IR1,Lvl,Other,Gtl,NAmes,1Fam,1Story,4,4,1971,1971,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,No,Other,614,Unf,0,244,858,TA,Y,858,0,0,858,0,0,1,0,3,1,TA,5,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,88000
289,20,RL,69.0,9819,IR1,Lvl,Inside,Gtl,Other,1Fam,1Story,5,5,1967,1967,Gable,MetalSd,MetalSd,31.0,TA,Other,CBlock,TA,TA,No,Other,450,Unf,0,432,882,TA,Y,900,0,0,900,0,0,1,0,3,1,TA,5,0,Missing,Detchd,1970.0,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,0,2,2010,WD,Normal,122000
290,70,RL,60.0,8730,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,7,1915,2003,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,698,698,Ex,Y,698,698,0,1396,0,0,1,0,3,1,TA,7,0,Missing,Detchd,2003.0,Unf,1,384,TA,TA,Y,0,0,0,0,259,0,0,7,2007,WD,Normal,153575
291,60,RL,120.0,15611,Reg,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,2006,2006,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,0,Unf,0,1079,1079,Ex,Y,1079,840,0,1919,0,0,2,1,3,1,Gd,8,1,Gd,Attchd,2006.0,RFn,2,685,Other,TA,Y,0,51,0,0,0,0,0,7,2006,Other,Other,233230
292,190,RL,55.0,5687,Reg,Other,Inside,Gtl,Other,Other,2Story,5,6,1912,2000,Gable,VinylSd,VinylSd,0.0,TA,Other,PConc,TA,Other,No,Other,210,Unf,0,570,780,Ex,Other,936,780,0,1716,1,0,2,0,6,1,Fa,9,0,Missing,Other,1980.0,Missing,0,0,Other,Other,Other,0,184,0,0,0,0,0,3,2008,WD,Normal,135900
293,50,RL,60.0,11409,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,4,1949,2008,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,292,Unf,0,476,768,Gd,Y,1148,568,0,1716,0,0,1,1,3,1,TA,8,1,Gd,Attchd,1949.0,Unf,1,281,TA,TA,Y,0,0,0,0,160,0,0,1,2009,WD,Normal,131000
294,60,RL,69.0,16659,IR1,Lvl,Other,Gtl,Other,1Fam,2Story,7,7,1977,1994,Gable,Other,Other,34.0,TA,TA,CBlock,TA,TA,No,ALQ,795,Unf,0,0,795,Other,Y,1468,795,0,2263,1,0,2,1,3,1,Gd,9,1,TA,Attchd,1977.0,Fin,2,539,TA,TA,Y,0,250,0,0,0,0,0,3,2006,WD,Normal,235000
295,20,RL,80.0,9600,Reg,Lvl,Inside,Gtl,NAmes,1Fam,1Story,6,5,1953,1953,Other,HdBoard,HdBoard,238.0,TA,TA,CBlock,TA,TA,No,GLQ,1285,Unf,0,131,1416,TA,Y,1644,0,0,1644,1,0,1,0,3,1,TA,7,2,Gd,Attchd,1953.0,Fin,2,418,TA,TA,Y,110,0,0,0,0,0,0,10,2009,WD,Normal,167000
296,80,RL,37.0,7937,IR1,Lvl,Other,Gtl,Other,1Fam,Other,6,6,1984,1984,Gable,HdBoard,HdBoard,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,819,Unf,0,184,1003,TA,Y,1003,0,0,1003,1,0,1,0,3,1,TA,6,0,Missing,Detchd,1984.0,Unf,2,588,TA,TA,Y,120,0,0,0,0,0,0,3,2006,WD,Normal,142500
297,50,Other,75.0,13710,Reg,Lvl,Inside,Gtl,Other,1Fam,1.5Fin,5,5,1950,1950,Gable,Other,Other,0.0,TA,TA,CBlock,TA,TA,No,Other,420,Unf,0,490,910,TA,Y,910,648,0,1558,0,0,1,1,4,1,TA,6,0,Missing,Attchd,1950.0,Unf,1,282,TA,TA,Y,289,0,0,0,0,0,0,6,2007,WD,Normal,152000
298,60,Other,66.0,7399,IR1,Lvl,Inside,Gtl,Other,1Fam,2Story,7,5,1997,1998,Other,VinylSd,VinylSd,1600.0,Gd,TA,PConc,Gd,TA,No,Other,649,Unf,0,326,975,Ex,Y,975,975,0,1950,0,0,2,1,3,1,Gd,7,1,TA,Detchd,1997.0,RFn,2,576,TA,TA,Y,0,10,0,0,198,0,0,6,2007,WD,Normal,239000
299,60,RL,90.0,11700,Reg,Lvl,Inside,Gtl,Other,1Fam,2Story,6,6,1968,1968,Other,HdBoard,Other,365.0,Gd,TA,CBlock,TA,TA,No,ALQ,384,Other,175,143,702,Gd,Y,1041,702,0,1743,0,1,1,2,3,1,TA,7,1,Gd,Attchd,1968.0,Unf,2,539,TA,TA,Y,224,0,0,0,0,0,0,6,2007,WD,Normal,175000
300,20,RL,80.0,14000,Reg,Lvl,Inside,Gtl,Other,1Fam,1Story,6,8,1950,2004,Gable,HdBoard,HdBoard,0.0,TA,Other,CBlock,TA,TA,No,Unf,0,Unf,0,1092,1092,Ex,Y,1152,0,0,1152,0,1,1,0,3,1,Gd,6,1,Gd,Attchd,1950.0,Unf,1,300,TA,TA,Y,0,36,0,0,0,0,0,8,2009,WD,Other,158500
301,190,RL,90.0,15750,Reg,Lvl,Other,Gtl,Other,Other,1Story,5,5,1953,1953,Other,MetalSd,MetalSd,56.0,TA,TA,CBlock,TA,TA,Other,Other,841,Unf,0,324,1165,TA,Y,1336,0,0,1336,1,0,1,0,2,1,TA,5,2,Gd,Attchd,1953.0,Unf,1,375,TA,TA,Y,0,0,0,0,0,0,0,6,2006,WD,Normal,157000
302,60,RL,66.0,16226,IR3,Lvl,Inside,Gtl,CollgCr,1Fam,2Story,8,5,1998,1999,Gable,VinylSd,VinylSd,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,281,Unf,0,747,1028,Ex,Y,1210,1242,0,2452,0,0,2,1,4,1,Gd,9,1,TA,BuiltIn,1998.0,Fin,2,683,TA,TA,Y,208,50,0,0,0,0,0,5,2007,WD,Normal,267000
303,20,RL,118.0,13704,IR1,Lvl,Other,Gtl,CollgCr,1Fam,1Story,7,5,2001,2002,Gable,VinylSd,VinylSd,150.0,Gd,TA,PConc,Gd,TA,No,Unf,0,Unf,0,1541,1541,Ex,Y,1541,0,0,1541,0,0,2,0,3,1,Gd,6,1,TA,Attchd,2001.0,RFn,3,843,TA,TA,Y,468,81,0,0,0,0,0,1,2006,WD,Normal,205000
304,20,RL,70.0,9800,Reg,Lvl,Other,Gtl,CollgCr,1Fam,1Story,5,7,1972,1972,Gable,VinylSd,VinylSd,0.0,TA,TA,PConc,TA,TA,No,ALQ,894,Unf,0,0,894,TA,Y,894,0,0,894,1,0,1,0,3,1,TA,5,0,Missing,Attchd,1975.0,Unf,2,552,TA,TA,Y,256,0,0,0,0,0,0,7,2006,WD,Other,149900
305,75,Other,87.0,18386,Reg,Lvl,Inside,Gtl,OldTown,1Fam,Other,7,9,1880,2002,Gable,Other,Other,0.0,TA,TA,BrkTil,TA,TA,No,Unf,0,Unf,0,1470,1470,Ex,Y,1675,1818,0,3493,0,0,3,0,3,1,Gd,10,1,Other,Attchd,2003.0,Unf,3,870,TA,TA,Y,302,0,0,0,0,0,0,5,2008,WD,Normal,295000
